date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:22:25	6856/6856	---M-Z	200	added ('OK')	text/css	etag:W/%225bc72762-1ac8%22	https://transvelo.github.io/pizzaro-html/assets/css/colors/blue.css	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/css/colors/blue.css	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:25	6858/6858	---M-Z	200	added ('OK')	text/css	etag:W/%225bc72762-1aca%22	https://transvelo.github.io/pizzaro-html/assets/css/colors/orange.css	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/css/colors/orange.css	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:25	6856/6856	---M-Z	200	added ('OK')	text/css	etag:W/%225bc72762-1ac8%22	https://transvelo.github.io/pizzaro-html/assets/css/colors/gold.css	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/css/colors/gold.css	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:26	6856/6856	---M-Z	200	added ('OK')	text/css	etag:W/%225bc72762-1ac8%22	https://transvelo.github.io/pizzaro-html/assets/css/colors/navy.css	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/css/colors/navy.css	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:26	6861/6861	---M-Z	200	added ('OK')	text/css	etag:W/%225bc72762-1acd%22	https://transvelo.github.io/pizzaro-html/assets/css/colors/flat-blue.css	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/css/colors/flat-blue.css	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:26	746/746	---M--	200	added ('OK')	image/png	etag:%225bc72762-2ea%22	https://transvelo.github.io/pizzaro-html/assets/images/fav-icon.png	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/fav-icon.png	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:27	68958/68958	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-10d5e%22	https://transvelo.github.io/pizzaro-html/shop-grid-3-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-grid-3-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:27	42680/42680	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-a6b8%22	https://transvelo.github.io/pizzaro-html/about.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/about.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:27	306213/306213	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-4ac25%22	https://transvelo.github.io/pizzaro-html/home-v2.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v2.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:28	44261/44261	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-ace5%22	https://transvelo.github.io/pizzaro-html/home-v3.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v3.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:28	44268/44268	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-acec%22	https://transvelo.github.io/pizzaro-html/home-v4.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v4.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:28	121775/121775	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-1dbaf%22	https://transvelo.github.io/pizzaro-html/home-v5.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v5.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:28	174844/174844	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-2aafc%22	https://transvelo.github.io/pizzaro-html/home-v6.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v6.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:29	49052/49052	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-bf9c%22	https://transvelo.github.io/pizzaro-html/home-v7.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v7.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:29	43497/43497	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-a9e9%22	https://transvelo.github.io/pizzaro-html/login-and-register.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/login-and-register.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:29	39376/39376	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-99d0%22	https://transvelo.github.io/pizzaro-html/track-order.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/track-order.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:30	79045/79045	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-134c5%22	https://transvelo.github.io/pizzaro-html/shop-grid-4-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-grid-4-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:30	79036/79036	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-134bc%22	https://transvelo.github.io/pizzaro-html/shop-grid-6-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-grid-6-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:30	59584/59584	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-e8c0%22	https://transvelo.github.io/pizzaro-html/shop-listing.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-listing.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:31	66575/66575	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-1040f%22	https://transvelo.github.io/pizzaro-html/shop-list-2-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-list-2-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:31	61518/61518	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-f04e%22	https://transvelo.github.io/pizzaro-html/shop-list-no-images.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-list-no-images.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:31	90665/90665	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-16229%22	https://transvelo.github.io/pizzaro-html/shop-list-no-images-parallax.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-list-no-images-parallax.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:31	77777/77777	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-12fd1%22	https://transvelo.github.io/pizzaro-html/shop-sidebar-grid-3-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-sidebar-grid-3-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:32	71463/71463	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-11727%22	https://transvelo.github.io/pizzaro-html/shop-sidebar-listing.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-sidebar-listing.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:32	71463/71463	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-11727%22	https://transvelo.github.io/pizzaro-html/shop-sidebar-list-2-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-sidebar-list-2-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:32	68972/68972	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-10d6c%22	https://transvelo.github.io/pizzaro-html/shop-dark-grid-3-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-dark-grid-3-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:33	59590/59590	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-e8c6%22	https://transvelo.github.io/pizzaro-html/shop-dark_list.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-dark_list.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:33	66600/66600	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-10428%22	https://transvelo.github.io/pizzaro-html/shop-dark_list-2-column.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-dark_list-2-column.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:33	61523/61523	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-f053%22	https://transvelo.github.io/pizzaro-html/shop-dark-list-no-images.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/shop-dark-list-no-images.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:33	61451/61451	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-f00b%22	https://transvelo.github.io/pizzaro-html/blog.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/blog.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:34	53333/53333	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-d055%22	https://transvelo.github.io/pizzaro-html/blog-full-width.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/blog-full-width.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:34	53306/53306	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-d03a%22	https://transvelo.github.io/pizzaro-html/blog-full-width-grid.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/blog-full-width-grid.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:34	61426/61426	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-eff2%22	https://transvelo.github.io/pizzaro-html/blog-grid.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/blog-grid.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:35	81139/81139	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-13cf3%22	https://transvelo.github.io/pizzaro-html/single-product-v1.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/single-product-v1.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:35	85470/85470	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-14dde%22	https://transvelo.github.io/pizzaro-html/single-product-v2.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/single-product-v2.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:35	89375/89375	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-15d1f%22	https://transvelo.github.io/pizzaro-html/single-product-v3.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/single-product-v3.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:35	44193/44193	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-aca1%22	https://transvelo.github.io/pizzaro-html/contact.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/contact.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:36	40922/40922	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-9fda%22	https://transvelo.github.io/pizzaro-html/terms-and-conditions.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/terms-and-conditions.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:36	44555/44555	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-ae0b%22	https://transvelo.github.io/pizzaro-html/faq-v1.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/faq-v1.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:36	45314/45314	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-b102%22	https://transvelo.github.io/pizzaro-html/faq-v2.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/faq-v2.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:37	70934/70934	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-11516%22	https://transvelo.github.io/pizzaro-html/404.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/404.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:37	42677/42677	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-a6b5%22	https://transvelo.github.io/pizzaro-html/store-locator.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/store-locator.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:37	48354/48354	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-bce2%22	https://transvelo.github.io/pizzaro-html/cart.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/cart.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:38	633123/633123	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-9a923%22	https://transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-1.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-1.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:38	351355/351355	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-55c7b%22	https://transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-2.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-2.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:38	539777/539777	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-83c81%22	https://transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-3.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-3.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:38	184175/184175	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-2cf6f%22	https://transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-4.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/slider/homepage-slider-4.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:39	95519/95519	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-1751f%22	https://transvelo.github.io/pizzaro-html/assets/images/homepage-banners/1.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/homepage-banners/1.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:39	7364/7364	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-1cc4%22	https://transvelo.github.io/pizzaro-html/assets/images/homepage-banners/2.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/homepage-banners/2.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:39	14713/14713	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-3979%22	https://transvelo.github.io/pizzaro-html/assets/images/homepage-banners/3.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/homepage-banners/3.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:40	28438/28438	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-6f16%22	https://transvelo.github.io/pizzaro-html/assets/images/homepage-banners/4.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/homepage-banners/4.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:40	21664/21664	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-54a0%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p1.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p1.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:40	24684/24684	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-606c%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p2.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p2.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:40	26100/26100	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-65f4%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p3.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p3.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:40	26807/26807	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-68b7%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p4.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p4.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:40	23772/23772	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-5cdc%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p5.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p5.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:41	22139/22139	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-567b%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p6.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p6.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:41	24500/24500	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-5fb4%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p7.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p7.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:41	24500/24500	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-5fb4%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p8.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p8.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:41	28516/28516	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-6f64%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p9.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p9.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:42	219283/219283	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-35893%22	https://transvelo.github.io/pizzaro-html/assets/images/homepage-banners/5.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/homepage-banners/5.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:42	25266/25266	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-62b2%22	https://transvelo.github.io/pizzaro-html/assets/images/products/p10.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/products/p10.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:42	490997/490997	---M--	200	added ('OK')	image/png	etag:%225bc72762-77df5%22	https://transvelo.github.io/pizzaro-html/assets/images/homepage-banners/6.png	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/homepage-banners/6.png	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:42	19462/19462	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-4c06%22	https://transvelo.github.io/pizzaro-html/assets/images/footer/1.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/footer/1.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:43	20178/20178	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-4ed2%22	https://transvelo.github.io/pizzaro-html/assets/images/footer/2.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/footer/2.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:43	31478/31478	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-7af6%22	https://transvelo.github.io/pizzaro-html/assets/images/footer/3.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/footer/3.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:43	36126/36126	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-8d1e%22	https://transvelo.github.io/pizzaro-html/assets/images/footer/4.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/footer/4.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:43	18716/18716	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-491c%22	https://transvelo.github.io/pizzaro-html/assets/images/footer/5.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/footer/5.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:43	24006/24006	---M--	200	added ('OK')	image/jpeg	etag:%225bc72762-5dc6%22	https://transvelo.github.io/pizzaro-html/assets/images/footer/6.jpg	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/images/footer/6.jpg	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jul%202023%2014:22:41%20GMT	http://transvelo.github.io/pizzaro-html/home-v1.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v1.50.delayed	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:45	100197/100197	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-18765%22	https://transvelo.github.io/pizzaro-html/home-v1.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/home-v1.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jul%202023%2014:22:43%20GMT	http://transvelo.github.io/pizzaro-html/checkout.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/checkout.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:46	57034/57034	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-deca%22	https://transvelo.github.io/pizzaro-html/checkout.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/checkout.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jul%202023%2014:22:44%20GMT	http://transvelo.github.io/pizzaro-html/order-received.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/order-received.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:46	43289/43289	---M-Z	200	added ('OK')	text/html	etag:W/%225bc72762-a919%22	https://transvelo.github.io/pizzaro-html/order-received.html	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/order-received.html	(from https://transvelo.github.io/pizzaro-html/index.html)
21:22:47	86708/86708	---M-Z	200	added ('OK')	application/javascript	etag:W/%225bc72762-152b4%22	https://transvelo.github.io/pizzaro-html/assets/js/jquery.min.js	C:/Users/windg/Desktop/theme-html/pizza/transvelo.github.io/pizzaro-html/assets/js/jquery.min.js	(from https://transvelo.github.io/pizzaro-html/index.html)
